Id,ElapsedTime
IXI062-Guys-0740-,10.814
IXI548-IOP-1150-,9.797
IXI549-Guys-1046-,10.713
IXI550-Guys-1069-,9.893
IXI551-Guys-1065-,10.583
IXI552-Guys-1063-,9.414
IXI553-IOP-1151-,11.384
IXI554-Guys-1068-,9.564
IXI555-Guys-1074-,11.367
IXI556-HH-2452-,12.077
IXI558-Guys-1079-,9.534
IXI063-Guys-0742-,13.423
IXI015-HH-1258-,18.087
IXI559-HH-2394-,11.312
IXI560-Guys-1070-,9.252
IXI561-IOP-1152-,10.356
IXI562-Guys-1131-,10.296
IXI563-IOP-1153-,9.681
IXI565-HH-2534-,12.259
IXI566-HH-2535-,12.046
IXI567-HH-2536-,11.562
IXI568-HH-2607-,11.364
IXI569-Guys-1101-,11.425
IXI064-Guys-0743-,16.013
IXI572-HH-2605-,12.095
IXI573-IOP-1155-,11.823
IXI574-IOP-1156-,11.320
IXI575-HH-2658-,11.487
IXI577-HH-2661-,11.607
IXI578-Guys-1078-,11.467
IXI579-Guys-1126-,11.025
IXI582-Guys-1127-,12.523
IXI065-Guys-0744-,13.351
IXI584-Guys-1129-,11.744
IXI585-Guys-1130-,11.530
IXI586-HH-2451-,12.589
IXI587-Guys-1128-,10.950
IXI588-IOP-1158-,10.712
IXI589-Guys-1080-,11.856
IXI591-Guys-1084-,11.001
IXI592-Guys-1085-,10.841
IXI593-Guys-1109-,9.899
IXI594-Guys-1089-,10.763
IXI066-Guys-0731-,11.049
IXI595-IOP-1159-,12.293
IXI596-IOP-1160-,11.696
IXI597-IOP-1161-,9.237
IXI598-HH-2606-,10.562
IXI599-HH-2659-,17.427
IXI600-HH-2660-,11.438
IXI601-HH-2700-,10.780
IXI605-HH-2598-,11.819
IXI606-HH-2601-,11.151
IXI067-HH-1356-,14.294
IXI607-Guys-1097-,11.387
IXI608-HH-2599-,10.176
IXI609-HH-2600-,12.877
IXI610-HH-2649-,12.502
IXI611-HH-2650-,11.826
IXI612-HH-2688-,10.458
IXI613-HH-2734-,20.618
IXI614-HH-2735-,12.520
IXI617-Guys-1090-,10.456
IXI068-Guys-0756-,10.265
IXI618-Guys-1091-,16.646
IXI619-Guys-1099-,13.511
IXI622-Guys-1102-,15.460
IXI623-Guys-1076-,13.407
IXI625-Guys-1098-,13.838
IXI626-Guys-1094-,14.429
IXI627-Guys-1103-,13.282
IXI629-Guys-1095-,15.479
IXI630-Guys-1108-,13.460
IXI069-Guys-0769-,9.039
IXI631-HH-2651-,12.833
IXI632-HH-2652-,11.341
IXI633-HH-2689-,19.293
IXI634-HH-2690-,13.029
IXI635-HH-2691-,15.004
IXI636-HH-2733-,16.964
IXI637-HH-2785-,10.199
IXI638-HH-2786-,16.838
IXI639-Guys-1088-,12.197
IXI640-Guys-1106-,14.488
IXI070-Guys-0767-,12.656
IXI641-Guys-1105-,14.296
IXI642-Guys-1104-,14.858
IXI643-HH-2787-,13.859
IXI644-Guys-1121-,17.841
IXI646-HH-2653-,11.579
IXI648-Guys-1107-,14.216
IXI651-Guys-1118-,15.746
IXI652-Guys-1116-,13.856
IXI653-Guys-1122-,13.550
IXI661-HH-2788-,10.023
IXI071-Guys-0770-,9.681
IXI662-Guys-1120-,12.468
IXI072-HH-2324-,14.983
IXI073-Guys-0755-,11.752
IXI016-Guys-0697-,25.344
IXI074-Guys-0771-,10.220
IXI075-Guys-0754-,10.274
IXI076-Guys-0753-,7.976
IXI077-Guys-0752-,10.422
IXI078-Guys-0751-,12.575
IXI079-HH-1388-,18.355
IXI080-HH-1341-,11.259
IXI081-Guys-0855-,12.316
IXI083-HH-1357-,13.421
IXI084-Guys-0741-,11.574
IXI017-Guys-0698-,15.294
IXI085-Guys-0759-,11.237
IXI086-Guys-0728-,15.441
IXI087-Guys-0768-,16.080
IXI088-Guys-0758-,12.749
IXI089-Guys-0757-,15.121
IXI090-Guys-0800-,11.841
IXI091-Guys-0762-,12.476
IXI092-HH-1436-,16.309
IXI093-HH-1359-,12.121
IXI094-HH-1355-,15.362
IXI019-Guys-0702-,18.941
IXI095-HH-1390-,11.666
IXI096-HH-1391-,13.897
IXI097-HH-1619-,16.770
IXI098-Guys-0745-,17.540
IXI099-Guys-0748-,15.072
IXI100-Guys-0747-,14.340
IXI101-Guys-0749-,16.217
IXI102-HH-1416-,14.744
IXI103-Guys-0750-,17.405
IXI104-HH-1450-,11.358
IXI020-Guys-0700-,14.348
IXI105-HH-1471-,17.057
IXI106-Guys-0760-,11.288
IXI107-Guys-0761-,9.792
IXI108-Guys-0865-,11.749
IXI109-Guys-0732-,12.133
IXI110-Guys-0733-,13.406
IXI111-Guys-0734-,15.426
IXI112-Guys-0735-,13.072
IXI113-Guys-0776-,14.461
IXI114-Guys-0737-,12.816
IXI021-Guys-0703-,18.531
