Id,ElapsedTime
IXI002-Guys-0828-,14.4863888888889
IXI115-Guys-0738-,16.9736111111111
IXI116-Guys-0739-,18.0322222222222
IXI117-Guys-0763-,15.8197222222222
IXI118-Guys-0764-,14.725
IXI119-Guys-0765-,18.2002777777778
IXI120-Guys-0766-,14.8947222222222
IXI121-Guys-0772-,15.5694444444444
IXI122-Guys-0773-,14.7280555555556
IXI123-Guys-0774-,18.9225
IXI126-HH-1437-,17.5716666666667
IXI022-Guys-0701-,14.2494444444444
IXI127-HH-1451-,15.2897222222222
IXI128-HH-1470-,16.3208333333333
IXI129-Guys-0775-,17.2288888888889
IXI130-HH-1528-,17.1430555555556
IXI131-HH-1527-,16.0125
IXI132-HH-1415-,14.1363888888889
IXI134-Guys-0780-,17.6552777777778
IXI135-Guys-0779-,14.5411111111111
IXI136-HH-1452-,14.6036111111111
IXI137-HH-1472-,15.7780555555556
IXI023-Guys-0699-,15.0363888888889
IXI138-Guys-0746-,18.2019444444444
IXI139-Guys-0815-,15.0408333333333
IXI140-Guys-0787-,17.5202777777778
IXI141-Guys-0789-,13.9575
IXI142-Guys-0786-,13.9880555555556
IXI143-Guys-0785-,16.2666666666667
IXI144-Guys-0788-,14.9430555555556
IXI145-Guys-0781-,16.6016666666667
IXI146-HH-1389-,17.4902777777778
IXI148-HH-1453-,15.725
IXI024-Guys-0705-,16.3980555555556
IXI150-HH-1550-,14.4208333333333
IXI151-Guys-0793-,14.5686111111111
IXI153-Guys-0782-,14.7305555555556
IXI154-Guys-0821-,14.4644444444444
IXI156-Guys-0837-,16.8897222222222
IXI157-Guys-0816-,18.1919444444444
IXI158-Guys-0783-,13.6975
IXI159-HH-1549-,13.8027777777778
IXI160-HH-1637-,16.4888888888889
IXI161-HH-2533-,16.4627777777778
IXI025-Guys-0852-,14.4133333333333
IXI162-HH-1548-,16.2875
IXI163-HH-1621-,14.3586111111111
IXI164-Guys-0844-,14.2975
IXI165-HH-1589-,17.8847222222222
IXI166-Guys-0846-,18.0586111111111
IXI167-HH-1569-,14.4241666666667
IXI168-HH-1607-,15.5347222222222
IXI169-Guys-0842-,14.6694444444444
IXI170-Guys-0843-,18.4811111111111
IXI172-Guys-0982-,15.3491666666667
IXI026-Guys-0696-,12.8369444444444
IXI173-HH-1590-,14.1888888888889
IXI174-HH-1571-,14.2191666666667
IXI175-HH-1570-,15.5691666666667
IXI176-HH-1604-,14.7272222222222
IXI177-Guys-0831-,16.1052777777778
IXI178-Guys-0778-,17.1311111111111
IXI179-Guys-0777-,17.5752777777778
IXI180-HH-1605-,18.6372222222222
IXI181-Guys-0790-,15.3561111111111
IXI182-Guys-0792-,17.9658333333333
IXI027-Guys-0710-,16.8391666666667
IXI183-Guys-0791-,18.9155555555556
IXI184-Guys-0794-,15.6655555555556
IXI185-Guys-0795-,14.295
IXI186-Guys-0796-,14.6333333333333
IXI188-Guys-0798-,19.0180555555556
IXI189-Guys-0799-,19.4802777777778
IXI191-Guys-0801-,17.7161111111111
IXI192-Guys-0878-,15.9108333333333
IXI193-Guys-0810-,15.8941666666667
IXI194-Guys-0818-,15.3222222222222
IXI028-Guys-1038-,16.3469444444444
IXI195-HH-1620-,15.8252777777778
IXI196-Guys-0805-,15.4416666666667
IXI197-Guys-0811-,18.3455555555556
IXI198-Guys-0803-,16.415
IXI199-Guys-0802-,14.5961111111111
IXI200-Guys-0812-,17.3611111111111
IXI201-HH-1588-,14.9697222222222
IXI202-HH-1526-,17.8052777777778
IXI204-HH-1651-,15.7119444444444
IXI205-HH-1649-,14.2677777777778
IXI029-Guys-0829-,14.3105555555556
IXI206-HH-1650-,16.2719444444444
IXI207-Guys-0809-,15.6233333333333
IXI208-Guys-0808-,15.2919444444444
IXI209-Guys-0804-,16.1225
IXI210-Guys-0856-,12.5177777777778
