ID,SPACING_TYPE,4,5,6,7,10,11,12,13,14,15,16,17,18,24,26,28,30,43,44,45,46,49,50,51,52,53,54,58,60,85,91,92,630,631,632,1002,1003,1005,1006,1007,1008,1009,1010,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1023,1024,1025,1026,1027,1028,1029,1030,1031,1034,1035,2002,2003,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2034,2035
KKI2009-01--,0,3.62341,0.565696,11.7675,47.1233,8.88541,4.2383,4.11781,4.01636,7.3071,28.3616,10.9811,3.31372,3.33488,3.96535,1.79788,7.88158,0.800055,3.55791,1.68668,11.9922,53.4657,8.56591,4.14447,4.00509,3.98434,3.48133,2.84493,1.934,7.24901,1.00007,1.18871,1.22196,10.322,11.0741,30.1528,1.97543,1.66461,1.37269,2.89568,2.35086,1.89749,2.44775,2.04328,1.82355,2.11464,1.78381,1.82031,2.2666,2.39626,1.83106,1.91831,1.88451,1.78963,1.3241,1.75767,1.95935,2.00619,1.84124,1.77343,1.82665,2.06585,1.58953,2.21984,1.9181,1.97932,2.39668,2.12097,1.87649,1.36788,2.82627,2.09202,1.97557,2.07263,2.08546,1.9752,2.22625,1.82987,1.81284,2.18042,2.1251,1.86797,1.9346,1.92574,1.89929,1.26614,1.63279,1.8334,1.88111,1.91637,1.9433,1.71235,2.05052,1.62637,2.21617,1.90783,1.63204,2.33394
KKI2009-01--,1,3.71389,0.480025,11.9821,46.3787,9.01155,4.30615,4.23956,4.08548,7.32196,22.4535,11.1353,3.39232,3.43706,3.97381,1.83167,8.07058,0.960049,3.66502,1.78546,12.2008,54.3651,8.69713,4.21542,4.12914,4.15072,3.54735,2.91648,2.06491,7.41446,1.20006,1.35955,1.3715,10.5682,11.5164,30.5418,2.01673,1.72036,1.47026,2.95982,2.39496,1.96227,2.4755,2.08106,1.89694,2.17013,1.86273,1.90537,2.31011,2.4683,1.88472,1.96561,1.96348,1.85809,1.47672,1.84721,2.04406,2.07434,1.89573,1.86564,1.90238,2.11632,1.67301,2.27199,1.96677,2.02865,2.42777,2.16112,1.93837,1.46876,2.86613,2.14789,2.03713,2.14335,2.14619,2.05811,2.26723,1.91819,1.91949,2.24711,2.18444,1.92139,1.98721,1.98075,1.96349,1.39284,1.72564,1.87859,1.93959,1.96987,2.04725,1.79163,2.11018,1.70312,2.26897,1.97066,1.65937,2.37203
KKI2009-01--,2,3.82477,0.669589,12.1893,45.2475,9.16889,4.31806,4.31374,4.19052,7.8339,20.1353,11.4703,3.49455,3.49723,3.98599,1.89419,8.15033,0.646177,3.75661,1.58323,12.412,55.062,8.97616,4.31641,4.25048,4.34415,3.58465,3.07082,2.23259,7.46258,1.40005,1.43751,1.52918,10.7978,11.2901,32.0288,2.08859,1.82387,1.6038,3.12853,2.49801,2.04594,2.57121,2.18052,1.9917,2.24175,2.01166,1.9814,2.4059,2.52981,1.95538,2.03627,2.05242,1.9505,1.61673,1.93998,2.10973,2.13755,2.00495,1.99233,2.02102,2.1887,1.80084,2.33821,2.04084,2.06545,2.45982,2.18198,2.01196,1.60966,3.07321,2.26253,2.14329,2.25743,2.22076,2.14339,2.33249,2.02051,1.99926,2.33153,2.22446,1.98652,2.03883,2.05995,2.07065,1.54114,1.8436,2.00734,2.0058,2.06018,2.09017,1.90788,2.18598,1.83795,2.34456,2.03805,1.75924,2.42749
KKI2009-01--,3,3.97722,0.960021,12.3789,45.6128,9.35071,4.48899,4.52372,4.31476,7.58747,18.5499,11.5779,3.66529,3.68323,3.96666,2.01884,8.40372,0.342865,3.95714,1.82073,12.7125,57.4248,9.15991,4.33733,4.44271,4.39375,3.75787,3.21273,2.26315,7.79094,1.60004,1.64106,1.73517,10.9672,11.9126,30.2799,2.19167,1.91382,1.74591,3.10132,2.53127,2.14022,2.67566,2.21615,2.07199,2.34571,2.1054,2.11149,2.48779,2.63326,2.05881,2.07341,2.15215,2.08862,1.76945,2.05952,2.1564,2.22404,2.0661,2.06471,2.1273,2.28046,1.92733,2.42151,2.11963,2.15158,2.59073,2.3035,2.09278,1.73967,3.08801,2.34483,2.24634,2.34536,2.29304,2.23104,2.439,2.14155,2.09797,2.41911,2.37012,2.05999,2.11503,2.18214,2.13515,1.68539,1.96237,2.04131,2.10282,2.17026,2.177,2.02059,2.26882,1.96734,2.43185,2.15337,1.79882,2.51913
KKI2009-01--,4,4.06963,0.900009,12.7297,44.8943,9.4647,4.70101,4.60886,4.52325,7.7652,19.4203,12.1704,3.71443,3.67774,4.38485,2.05174,8.76419,0.450005,4.03302,1.85904,12.9111,58.2301,9.25879,4.65226,4.60664,4.62437,3.81455,3.33379,2.50074,8.05794,1.80002,1.81178,1.82171,11.4589,11.2601,30.7429,2.25367,2.03415,1.884,3.26402,2.65331,2.27237,2.7282,2.35464,2.16539,2.42484,2.21148,2.21301,2.55405,2.65845,2.19349,2.14861,2.27546,2.14332,1.91569,2.16496,2.27118,2.31136,2.19681,2.16916,2.22459,2.3521,2.04694,2.51062,2.25521,2.15526,2.61717,2.42074,2.19409,1.88367,3.28024,2.46158,2.3428,2.49761,2.37823,2.31323,2.50397,2.28731,2.22167,2.51414,2.50621,2.15934,2.22122,2.22771,2.24759,1.86017,2.08461,2.05082,2.17062,2.22006,2.38311,2.14083,2.35225,2.0813,2.52051,2.24697,1.8787,2.61337
KKI2009-01--,5,4.24549,1.14286,13.0325,45.7951,9.54465,4.56338,4.76467,4.68034,7.69048,16.098,12.3423,3.89721,3.95735,4.24685,2.21245,8.89842,0.266667,4.18928,2.03846,13.3003,60.4455,9.62086,4.77336,4.75143,4.66916,4.0045,3.39691,2.57971,8.16385,2,2,2.01361,11.9038,12.3359,32.7898,2.41192,2.1466,2.04758,3.35025,2.67323,2.37183,2.86433,2.48124,2.28862,2.54183,2.32957,2.35128,2.66767,2.78841,2.28116,2.28643,2.36124,2.31415,2.08743,2.29176,2.45065,2.39321,2.31433,2.34641,2.37565,2.47595,2.17653,2.59857,2.32506,2.29985,2.71325,2.57746,2.29707,2.06656,3.30108,2.58733,2.46878,2.60351,2.54841,2.42911,2.61381,2.35163,2.31809,2.60794,2.56377,2.32465,2.28055,2.38465,2.3599,2.02765,2.21397,2.37747,2.30182,2.3856,2.47988,2.27404,2.44549,2.2419,2.59876,2.37146,2.05645,2.72598
KKI2009-02--,0,4.64426,0.623896,10.0291,41.971,8.66525,4.00755,3.64963,4.10106,7.60141,15.0106,9.93452,3.31885,2.80729,4.10509,1.92198,6.90061,0,4.53006,2.11153,9.93349,45.7398,8.05319,4.24186,3.63075,3.95236,3.35933,2.98971,2.08093,6.5584,1.13051,1.0527,1.20188,9.0841,8.82163,26.7455,1.76908,1.85584,1.42752,3.00757,1.97385,1.6209,2.31941,1.6721,1.65734,2.00314,1.67199,1.58808,2.09558,1.83139,1.70394,1.85273,1.85369,1.63011,1.25988,1.56889,1.76544,1.88031,1.72535,1.73435,1.72871,1.87187,1.48618,1.98871,1.76088,1.58461,2.35993,1.76008,1.77589,1.37518,2.95352,1.87114,1.67947,2.12086,1.72298,1.89537,2.05315,1.80304,1.78263,2.07402,2.05517,1.68474,1.77911,1.74264,1.67591,1.38132,1.58858,1.86823,1.79816,1.77049,1.58103,1.65391,1.89826,1.47419,2.0554,1.7767,1.67408,2.34002
KKI2009-02--,1,4.74818,0.591335,10.2031,42.0075,8.84665,4.17225,3.7694,4.18504,7.46108,11.5478,10.0785,3.39736,2.88091,4.11073,2.02184,7.11593,0,4.66121,2.12582,10.0606,46.1063,8.12333,4.29066,3.71735,4.02867,3.45554,3.09037,2.21688,6.75249,1.29237,1.21135,1.36489,9.42499,8.7955,26.7684,1.83426,1.90569,1.50315,3.07874,2.0366,1.69959,2.38532,1.75529,1.72843,2.05422,1.74408,1.71267,2.16022,1.91338,1.74863,1.89427,1.90767,1.71302,1.39335,1.66237,1.848,1.92721,1.79714,1.81594,1.79634,1.91562,1.56646,2.0526,1.83037,1.62938,2.42041,1.79821,1.8313,1.45829,3.06881,1.93404,1.74394,2.18187,1.78126,1.96346,2.11554,1.87803,1.83019,2.1446,2.15651,1.726,1.84119,1.8089,1.78301,1.50388,1.6803,1.91288,1.85885,1.81853,1.66767,1.72709,1.96671,1.55156,2.11864,1.84551,1.71669,2.38002
KKI2009-02--,2,4.92717,0.448016,10.3683,41.1094,8.89961,4.33095,3.85686,4.3477,7.09077,12.5408,10.3741,3.506,2.94299,4.19239,2.0824,7.20337,0,4.79882,2.29305,10.285,46.8042,8.17263,4.42262,3.84917,4.22687,3.55176,3.17367,2.2141,6.86572,1.46672,1.42338,1.48104,9.52751,9.44034,26.9486,1.94348,1.97948,1.61815,3.14214,2.13521,1.79209,2.47008,1.85565,1.84694,2.14568,1.87836,1.81728,2.24579,2.00904,1.83369,1.9515,1.97095,1.83734,1.55814,1.78307,1.93848,2.0006,1.87072,1.91364,1.89481,2.00532,1.67825,2.11624,1.91157,1.72055,2.47415,1.93265,1.92777,1.58528,3.10832,2.07227,1.85217,2.27976,1.88507,2.04457,2.20119,2.02084,1.90832,2.21704,2.21499,1.85184,1.93258,1.89372,1.90121,1.65342,1.80968,2.04988,1.9469,1.89787,1.77883,1.83824,2.03277,1.67825,2.19446,1.92884,1.81562,2.44711
KKI2009-02--,3,5.06875,0.840019,10.6225,41.0806,9.1813,4.46394,4.03189,4.54403,7.41115,11.7413,10.6147,3.59568,3.06334,4.09672,2.19846,7.47768,0,4.97475,2.46239,10.4606,49.4589,8.4083,4.50228,4.02033,4.38732,3.66687,3.32356,2.34358,7.04562,1.60004,1.60004,1.66828,10.0171,9.37877,27.7772,2.04516,2.04125,1.75699,3.2187,2.23582,1.91655,2.56853,1.96037,1.96198,2.2257,1.98757,1.98414,2.32755,2.13555,1.93864,2.02954,2.09126,1.93374,1.74013,1.90226,1.99564,2.06014,1.97945,2.0034,2.01556,2.09444,1.80892,2.21609,1.99871,1.84653,2.5828,1.99514,1.98383,1.7515,3.30176,2.20392,1.9719,2.37641,2.00044,2.13902,2.26927,2.12823,2.04924,2.31982,2.37029,1.92726,2.00686,2.00208,2.00673,1.78805,1.92674,2.05233,2.01936,2.00407,1.88164,1.94985,2.14268,1.79647,2.27398,2.00168,1.87477,2.51869
KKI2009-02--,4,5.22013,1.16472,10.8495,40.5793,9.30946,4.43917,4.14491,4.64229,8.00008,11.4145,10.8777,3.76709,3.16998,4.52131,2.41019,7.56232,0,5.15468,2.43246,10.8146,49.1001,8.73324,4.76649,4.17183,4.50746,3.79389,3.43979,2.53382,7.00795,2.02502,1.80002,1.81527,10.0982,10.0829,28.5477,2.18748,2.1145,1.89427,3.33939,2.32888,2.03129,2.65235,2.0639,2.0571,2.30854,2.11443,2.10703,2.41679,2.24818,2.09521,2.08294,2.09425,2.04457,1.88863,2.05319,2.15856,2.19666,2.07096,2.11865,2.12893,2.2053,1.94327,2.32081,2.10383,1.95703,2.68867,2.11849,2.08277,1.88688,3.33566,2.33555,2.07394,2.45337,2.05404,2.24088,2.33291,2.25691,2.14807,2.41795,2.38586,1.97691,2.12617,2.0712,2.0989,1.94744,2.04872,2.09182,2.12221,2.07371,2.06752,2.0638,2.25263,1.91309,2.39126,2.14644,1.97861,2.61109
KKI2009-02--,5,5.41244,1.06667,11.0714,40.0117,9.39635,4.64552,4.295,4.87616,6.75728,11.234,11.1743,3.86585,3.27723,4.53041,2.58768,7.96844,0,5.3119,2.43182,11.0193,51.8311,8.87722,4.88321,4.33057,4.65962,3.92413,3.59331,2.63366,7.45507,2,2,2,10.1699,10.1073,30.0769,2.3178,2.24101,2.01762,3.4752,2.42482,2.16095,2.75855,2.19332,2.18836,2.42968,2.23861,2.26496,2.54048,2.36665,2.22392,2.19647,2.25232,2.13042,2.04203,2.13565,2.30534,2.25224,2.21953,2.29347,2.23939,2.3325,2.09721,2.44542,2.22448,2.07194,2.76209,2.22565,2.21067,2.05744,3.42857,2.41073,2.21375,2.61868,2.28408,2.33073,2.45612,2.3715,2.31997,2.53865,2.56414,2.19399,2.21496,2.20234,2.26466,2.08206,2.18311,2.32603,2.22292,2.26784,2.16839,2.2019,2.34815,2.07561,2.50216,2.23779,2.10875,2.68321
KKI2009-03--,0,3.55884,0.647104,11.3628,45.9112,8.83041,4.7648,4.18584,4.1923,10.1439,22.8332,10.4844,3.45574,3.22861,3.86102,1.78444,8.40619,0,3.44709,1.515,10.7886,49.171,8.59448,4.45545,4.20261,4.13508,3.47029,3.23641,1.97784,7.6371,1.0613,1.16883,1.32136,9.35977,11.2949,30.9734,1.92012,1.84036,1.37582,2.93149,2.27555,1.61731,2.34882,1.90914,1.75378,2.07271,1.79521,1.66062,2.1024,1.89831,1.66867,1.95559,2.06086,1.62568,1.27306,1.48666,1.87881,2.00671,1.82427,1.90487,1.71561,1.97802,1.48065,2.12118,1.9666,1.59096,2.25722,2.15314,1.82143,1.36957,3.31842,2.11024,1.60748,2.11287,1.90811,1.87934,2.06415,1.89276,1.88384,2.10056,1.79647,1.61788,1.78679,1.73459,1.78875,1.2701,1.55646,2.05108,1.84084,1.83214,1.85333,1.66915,1.96989,1.49614,2.28719,1.76356,1.52523,2.21116
KKI2009-03--,1,3.65947,0.570029,11.5029,45.516,8.97404,4.83006,4.2713,4.32333,10.1677,18.9495,10.6599,3.53578,3.35511,3.95834,1.83114,8.37,0,3.56577,1.66036,11.0489,49.791,8.73423,4.59115,4.29327,4.37912,3.57562,3.3459,2.13969,7.58079,1.20006,1.35446,1.49626,9.57092,11.4887,32.6545,1.9532,1.89601,1.46406,2.98564,2.3019,1.67834,2.41312,1.94689,1.81474,2.11873,1.87486,1.75195,2.15845,1.95236,1.71784,2.00741,2.1,1.70602,1.41031,1.59229,1.90104,2.0505,1.88538,1.95257,1.79173,2.02324,1.56483,2.1789,2.02953,1.61947,2.31337,2.166,1.86535,1.4605,3.4161,2.18671,1.69946,2.1808,1.96118,1.95204,2.11762,1.96973,1.92254,2.15842,1.89717,1.66944,1.82625,1.79537,1.8403,1.3943,1.65602,2.08592,1.89833,1.88363,1.92908,1.753,2.02449,1.58585,2.32874,1.84225,1.59183,2.26624
KKI2009-03--,2,3.77914,0.723359,11.6627,45.1913,9.07141,4.93073,4.44201,4.42967,10.3663,19.0673,10.9089,3.72665,3.45541,4.04567,1.91317,8.59486,0,3.69546,1.77174,11.2636,51.3402,8.92375,4.67119,4.47283,4.39984,3.64693,3.51753,2.22155,7.90301,1.47783,1.44689,1.60143,9.75927,11.6999,33.1438,1.98897,1.97922,1.59726,3.10838,2.40751,1.793,2.50567,2.05625,1.9278,2.23557,2.00204,1.84774,2.24407,2.0678,1.85771,2.06736,2.11699,1.8104,1.56982,1.70855,2.02539,2.09694,1.957,2.01001,1.88642,2.09547,1.70238,2.25247,2.09029,1.70078,2.37588,2.33902,1.95785,1.59433,3.50121,2.28036,1.80593,2.30406,2.04425,2.0418,2.21629,2.05887,2.10849,2.26059,2.01736,1.7937,1.89019,1.87527,1.93131,1.57214,1.78985,2.26643,1.97536,1.98992,2.00729,1.86097,2.11089,1.70495,2.40463,1.94427,1.68305,2.35285
